"Year","Flow","Port","Region","Volume (10^3 m3)","Volume (MCF)","Value (CN$)","Value (US$)","Price (CN$/GJ)","Price (US$/MMBTU)"
"2003","Exports","Chippawa","East","2191261.740000","77353647.154177657032669","678763373.01","474716818.30","8.21","6.06"
"2003","Exports","Cornwall","East","210585.400000","7433867.178012866494536","62791405.76","44284788.19","7.95","5.92"
"2003","Exports","East Hereford","East","1264578.150000","44640825.068201458353290","292750704.78","204509359.58","6.15","4.53"
"2003","Exports","Elmore","MidWest","16132609.620000","569496637.230371253154556","4455471340.96","3163983182.10","6.91","5.18"
"2003","Exports","Emerson","MidWest","11295493.700000","398741792.526362758331761","2868548899.82","2021733175.70","6.76","5.02"
"2003","Exports","Huntingdon","West","8587468.120000","303145884.755067806087335","1943049975.01","1377929718.79","5.94","4.44"
"2003","Exports","Iroquois","East","9098540.940000","321187246.892103316030954","2425695539.88","1720370925.52","7.09","5.31"
"2003","Exports","Kingsgate","West","15902358.580000","561368554.044360600737260","3730762595.16","2673697012.15","6.18","4.67"
"2003","Exports","Monchy","MidWest","21609280.020000","762828370.253432665532753","5442249090.50","3869062048.17","6.70","5.02"
"2003","Exports","Napierville","East","536269.400000","18930825.647137233195306","122081383.96","86884950.63","6.04","4.53"
"2003","Exports","Niagara Falls","East","8035485.955500","283660383.407277081485645","2223250031.90","1575676272.53","7.33","5.48"
"2003","Exports","North Portal","MidWest","13166.000000","464772.464120102344537","2285476.93","1668327.90","3.69","2.84"
"2003","Exports","Ojibway (Windsor)","MidWest","17051.700000","601941.411699585990315","4916275.00","3602047.11","7.64","5.91"
"2003","Exports","Philipsburg","East","165533.500000","5843491.773463843342773","49112435.31","34737832.50","7.90","5.89"
"2003","Exports","Reagan Field","MidWest","12898.800000","455340.047105603533471","3273910.93","2352831.14","5.92","4.49"
"2003","Exports","Sierra","MidWest","9764.120000","344682.827917695101350","2251674.24","1713223.36","6.57","5.27"
"2003","Exports","Sprague","MidWest","138358.090000","4884173.660963913944714","39162175.10","27745806.63","7.55","5.64"
"2003","Exports","St Clair","MidWest","174297.780000","6152879.287654830018795","49428065.01","35280568.70","7.55","5.69"
"2003","Exports","St Stephen","East","3688333.640000","130201725.228609029138653","1072462305.64","761958459.09","7.47","5.60"
"2003","Exports","Total","Total","99542848.925500","3513958315.406328191626370","25568812721.82","18153742566.14","6.73","5.04"
"2003","Imports","Cardston","MidWest","201126.700000","7099965.969872747092606","51095556.16","35412026.80","6.79","4.96"
"2003","Imports","Corunna","MidWest","135980.900000","4800256.567390948268546","38697371.80","27389174.65","7.41","5.53"
"2003","Imports","Courtright","MidWest","7807655.200000","275617738.592141158662190","2180102737.60","1547690304.88","7.31","5.47"
"2003","Imports","Huntingdon","West","6956.300000","245564.081130082632488","2172190.94","1503292.49","8.26","6.03"
"2003","Imports","Loomis","MidWest","604379.300000","21335170.630729346113210","137860584.32","98027591.36","6.18","4.64"
"2003","Imports","Ojibway (Windsor)","MidWest","618828.020000","21845224.344672943648333","164376598.12","118338319.17","7.04","5.35"
"2003","Imports","Rainy River","East","1612.400000","56919.270936294472151","463635.75","300863.26","7.68","5.26"
"2003","Imports","Sarnia","MidWest","523676.000000","18486266.513789967749036","174609770.00","120130205.92","8.85","6.42"
"2003","Imports","Sault Ste Marie","MidWest","26909.500000","949931.233726256573035","6364687.12","4749863.79","6.32","4.98"
"2003","Imports","St Clair","MidWest","2439447.000000","86114825.556766770780934","711888094.77","502105885.66","7.75","5.77"
"2003","Imports","Total","Total","12366571.320000","436551862.761156515992529","3467631226.58","2455647527.97","7.38","5.52"
"2004","Exports","Aden","MidWest","357265.900000","12611829.917141582273815","81103235.95","62430828.59","6.17","5.01"
"2004","Exports","Cardston","MidWest","94814.000000","3347025.399748092336000","22741862.34","17999663.18","6.25","5.22"
"2004","Exports","Chippawa","East","1904828.970000","67242294.859050319402999","571188002.41","442464372.35","7.96","6.50"
"2004","Exports","Cornwall","East","219603.300000","7752207.722156013307010","71190509.29","55218087.95","8.67","7.09"
"2004","Exports","East Hereford","East","1137273.370000","40146843.882202102242838","232369083.04","180852175.45","5.42","4.45"
"2004","Exports","Elmore","MidWest","16009493.790000","565150530.008641675467689","4496387645.39","3462309381.96","6.98","5.67"
"2004","Exports","Emerson","MidWest","11842481.110000","418050974.235945981055093","3037125591.78","2355850406.57","6.83","5.59"
"2004","Exports","Huntingdon","West","7364807.030000","259984772.224073561556156","1720630492.18","1328423923.29","6.14","5.00"
"2004","Exports","Iroquois","East","9240470.920000","326197511.705798959609779","2617242323.02","2016662551.25","7.54","6.13"
"2004","Exports","Kingsgate","West","19101784.560000","674311368.604171726470731","4579552605.06","3548727599.86","6.31","5.16"
"2004","Exports","Monchy","MidWest","21522892.270000","759778799.583731057503077","5529190325.30","4258315244.15","6.83","5.55"
"2004","Exports","Napierville","East","511980.400000","18073400.584019113352777","118385689.88","91244695.48","6.13","4.99"
"2004","Exports","Niagara Falls","East","8657210.553000","305607859.723861755784831","2377321024.24","1829255955.24","7.28","5.91"
"2004","Exports","North Portal","MidWest","32424.600000","1144619.568594005049438","7457830.76","5801511.49","5.38","4.41"
"2004","Exports","Ojibway (Windsor)","MidWest","18603.700000","656728.504538291659369","5913524.00","4557349.99","8.42","6.85"
"2004","Exports","Philipsburg","East","150883.000000","5326315.031431976458471","47358559.20","36781896.81","8.36","6.85"
"2004","Exports","Reagan Field","MidWest","14945.700000","527597.585979022756402","3317691.89","2559974.11","5.54","4.51"
"2004","Exports","Sierra","MidWest","76286.910000","2693001.301899474156855","17736017.99","13586164.78","6.52","5.27"
"2004","Exports","Sprague","MidWest","152096.340000","5369147.100520194974262","42458296.23","32902206.18","7.46","6.10"
"2004","Exports","St Clair","MidWest","400576.200000","14140725.166479336228939","110566453.89","84998183.20","7.36","5.97"
"2004","Exports","St Stephen","East","3363182.030000","118723560.638580280035298","1001423844.25","770802018.94","7.63","6.20"
"2004","Exports","Total","Total","102173904.653000","3606837113.348564521681829","26690660608.10","20601744190.83","6.84","5.57"
"2004","Imports","Cardston","MidWest","67607.400000","2386606.250247106733159","14585247.31","10970770.14","5.80","4.61"
"2004","Imports","Corunna","MidWest","174321.000000","6153698.975989697767274","50774057.19","38837231.79","7.67","6.19"
"2004","Imports","Courtright","MidWest","7252846.050000","256032441.936977898773677","2083031633.20","1606641377.27","7.56","6.15"
"2004","Imports","Huntingdon","West","31828.560000","1123578.783274686668661","6917308.48","5588920.50","5.68","4.84"
"2004","Imports","Loomis","MidWest","597465.500000","21091106.840479189376931","141485897.59","109000605.42","6.37","5.18"
"2004","Imports","Ojibway (Windsor)","MidWest","687842.720000","24281509.638574631881532","197803328.86","153850037.63","7.60","6.24"
"2004","Imports","Sarnia","MidWest","814918.300000","28767399.844110952335221","244345239.49","192510931.33","7.99","6.64"
"2004","Imports","Sault Ste Marie","MidWest","219947.400000","7764354.783139130975027","63732937.88","49368096.27","7.74","6.33"
"2004","Imports","St Clair","MidWest","2669306.260000","94229078.531931838078670","773720420.40","606571415.05","7.72","6.39"
"2004","Imports","Total","Total","12516083.190000","441829775.584725132590152","3576396070.40","2773339385.40","7.56","6.18"
"2005","Exports","Aden","MidWest","312341.380000","11025951.149116911137561","93130809.21","77317335.01","8.12","7.11"
"2005","Exports","Cardston","MidWest","64972.900000","2293605.866172641472115","24462896.45","20607873.64","9.82","8.73"
"2005","Exports","Chippawa","East","2672868.230000","94354819.499121712068275","1000196277.69","831932301.62","9.94","8.73"
"2005","Exports","Cornwall","East","211371.500000","7461617.264147213483236","82516571.27","68412233.38","10.43","9.12"
"2005","Exports","East Hereford","East","1709126.410000","60333806.248552660562809","452577030.84","377381889.01","7.04","6.19"
"2005","Exports","Elmore","MidWest","16636969.220000","587301016.244090618980724","6235974877.97","5175460016.42","9.14","8.00"
"2005","Exports","Emerson","MidWest","12957609.820000","457416090.319629029250763","4215728411.07","3499023660.19","8.70","7.61"
"2005","Exports","Huntingdon","West","7694971.370000","271639891.004750097430342","2348328002.27","1948984307.99","8.02","7.02"
"2005","Exports","Iroquois","East","10338938.130000","364974460.813108235572899","3913323969.07","3252818576.42","10.08","8.84"
"2005","Exports","Kingsgate","West","17012051.790000","600541791.749741596958466","5137291042.66","4265007202.05","7.96","6.97"
"2005","Exports","Monchy","MidWest","20187943.380000","712653819.705279329450338","6541624865.07","5434513014.80","8.61","7.54"
"2005","Exports","Napierville","East","533356.000000","18827979.824794265994133","125410071.10","103607758.40","6.24","5.44"
"2005","Exports","Niagara Falls","East","9644034.110000","340443680.492406057079870","3558740857.20","2957780412.68","9.79","8.59"
"2005","Exports","North Portal","MidWest","11576.800000","408672.175499438008674","2311493.98","1913910.52","3.98","3.48"
"2005","Exports","Philipsburg","East","141706.400000","5002372.224638376946474","48658061.65","40229806.93","9.15","7.98"
"2005","Exports","Reagan Field","MidWest","17698.000000","624756.423363023795660","4715046.16","3914214.61","6.74","5.91"
"2005","Exports","Sierra","MidWest","58524.210000","2065960.906302774937982","18341852.48","15229512.21","8.76","7.67"
"2005","Exports","Sprague","MidWest","133355.110000","4707563.654694463114723","46651586.06","38666306.02","9.35","8.18"
"2005","Exports","St Clair","MidWest","320614.180000","11317988.946562815943587","134601154.20","113363795.91","11.20","9.95"
"2005","Exports","St Stephen","East","3839398.700000","135534467.153160989330586","1589739123.86","1322096684.59","10.51","9.22"
"2005","Exports","Total","Total","104499427.640000","3688930311.665132251519217","35574324000.26","29548260812.41","8.89","7.79"
"2005","Imports","Corunna","MidWest","116986.600000","4129739.507142090607678","39247619.75","32454202.58","8.83","7.71"
"2005","Imports","Courtright","MidWest","6270197.580000","221344005.755468825014450","2158691914.83","1784088312.48","9.04","7.89"
"2005","Imports","Huntingdon","West","107364.650000","3790075.416974961733750","36275389.20","30459422.37","8.82","7.82"
"2005","Imports","Loomis","MidWest","535238.600000","18894437.415630701105319","166161139.84","137954118.91","8.30","7.27"
"2005","Imports","Ojibway (Windsor)","MidWest","430009.600000","15179752.497896062671892","135871546.63","111040917.19","8.36","7.21"
"2005","Imports","Sarnia","MidWest","720305.000000","25427459.347412298290295","239814936.75","198465182.10","8.88","7.75"
"2005","Imports","Sault Ste Marie","MidWest","183467.300000","6476572.163638314816789","61631484.61","51064231.34","8.95","7.82"
"2005","Imports","St Clair","MidWest","2375386.180000","83853416.991906195459958","735998999.45","603666970.79","8.24","7.13"
"2005","Imports","Total","Total","10738955.510000","379095459.096069449700131","3573693031.06","2949193357.77","8.79","7.65"
"2006","Exports","Aden","MidWest","271089.300000","9569713.045541064902898","63286729.10","55657182.39","6.38","5.92"
"2006","Exports","Cardston","MidWest","128986.300000","4553340.459420838298921","29564272.67","26253506.52","6.04","5.66"
"2006","Exports","Chippawa","East","2248737.680000","79382603.121169845635847","671716142.15","589104871.94","7.95","7.36"
"2006","Exports","Cornwall","East","176927.800000","6245721.523420070150030","65596275.31","57365463.69","9.94","9.17"
"2006","Exports","Coutts","MidWest","1014.400000","35809.295731690097085","199982.22","176379.24","5.40","5.02"
"2006","Exports","East Hereford","East","1145010.100000","40419957.893012668809149","269701730.71","237936025.60","6.27","5.84"
"2006","Exports","Elmore","MidWest","16135778.100000","569608487.622070726182710","4736588115.81","4166868799.50","7.21","6.69"
"2006","Exports","Emerson","MidWest","12006319.322000","423834620.712345169980603","3175401570.27","2790471058.45","7.09","6.57"
"2006","Exports","Huntingdon","West","5968539.410000","210695182.195324458200598","1515171836.42","1332859453.33","6.67","6.19"
"2006","Exports","Iroquois","East","10394827.433000","366947406.967845059841865","3082866677.84","2712447201.82","7.92","7.35"
"2006","Exports","Kingsgate","West","17733828.590000","626021207.052849776050032","4348336386.90","3828972940.67","6.47","6.01"
"2006","Exports","Monchy","MidWest","19685952.910000","694933073.259380171590015","5178575141.66","4556931929.85","7.00","6.50"
"2006","Exports","Napierville","East","506815.300000","17891067.585809578139360","112107370.44","98721915.51","5.87","5.45"
"2006","Exports","Niagara Falls","East","9498057.045700","335290549.710108501036133","2758646106.38","2429020947.11","7.73","7.18"
"2006","Exports","North Portal","MidWest","69871.300000","2466524.097848618179137","15276381.53","13624915.68","5.69","5.36"
"2006","Exports","Philipsburg","East","185263.600000","6539983.281464453343397","60668625.00","53209121.13","8.75","8.10"
"2006","Exports","Reagan Field","MidWest","13356.300000","471490.237165982298671","2798848.55","2461733.98","5.27","4.89"
"2006","Exports","Sierra","MidWest","62723.100000","2214185.762133646617566","14540991.70","12815579.83","6.49","6.03"
"2006","Exports","Sprague","MidWest","111975.579400","3952845.659958542550358","32593402.25","28626641.87","7.81","7.24"
"2006","Exports","St Clair","MidWest","340448.500000","12018159.520810623047827","95726870.69","84060087.03","7.52","6.96"
"2006","Exports","St Stephen","East","3110288.390000","109796171.893091742963755","988681036.24","870638560.57","8.17","7.59"
"2006","Exports","Total","Total","99795810.460100","3522888100.896503227915957","27218044493.84","23948224315.71","7.15","6.63"
"2006","Imports","Corunna","MidWest","120434.700000","4251460.753802619613773","35067585.02","30604849.30","7.67","7.06"
"2006","Imports","Courtright","MidWest","5665752.100000","200006498.907082220176242","1681457633.58","1476304881.82","7.84","7.26"
"2006","Imports","Huntingdon","West","82701.980000","2919459.443430914605553","21189071.52","18694183.13","6.79","6.32"
"2006","Imports","Loomis","MidWest","566583.400000","20000939.005586024207966","132251752.16","116398826.17","6.28","5.84"
"2006","Imports","Ojibway (Windsor)","MidWest","392721.500000","13863446.701195714180785","108903908.46","95863220.92","7.36","6.83"
"2006","Imports","Sarnia","MidWest","749972.100000","26474736.513620523132005","214446316.46","187977530.82","7.64","7.07"
"2006","Imports","Sarnia/Blue Water","MidWest","12143.300000","428670.170404803190076","4028672.00","3509625.78","8.91","8.19"
"2006","Imports","Sault Ste Marie","MidWest","112495.800000","3971209.947528650260653","37212535.82","32361256.49","8.86","8.13"
"2006","Imports","St Clair","MidWest","1997193.400000","70502848.081604527560113","572494288.84","501827798.08","7.64","7.06"
"2006","Imports","Total","Total","9699998.280000","342419269.524255996927166","2807051763.86","2463542172.51","7.68","7.11"
"2007","Exports","Aden","MidWest","270368.220000","9544258.227948195132373","59240981.53","55124507.38","6.01","5.90"
"2007","Exports","Cardston","MidWest","134352.490000","4742772.128054945241117","32264584.85","29995504.62","6.34","6.21"
"2007","Exports","Chippawa","East","2403156.630000","84833740.588763562629446","673328782.39","616085534.38","7.45","7.19"
"2007","Exports","Cornwall","East","189860.100000","6702244.152748674095835","59620342.66","54698535.14","8.41","8.14"
"2007","Exports","East Hereford","East","1346284.200000","47525127.224666617715962","366694918.67","340837564.72","7.26","7.12"
"2007","Exports","Elmore","MidWest","15859490.160000","559855257.584058650429704","4292491693.74","3984272514.27","6.71","6.57"
"2007","Exports","Emerson","MidWest","14204973.040000","501449211.800123129754407","3521610275.96","3274967379.45","6.64","6.52"
"2007","Exports","Huntingdon","West","6863186.970000","242277101.607464600195245","1691921629.75","1584482907.11","6.47","6.40"
"2007","Exports","Iroquois","East","11407789.220000","402705932.397245960157398","3275526544.06","3035793806.02","7.66","7.49"
"2007","Exports","Kingsgate","West","19179736.450000","677063145.301583177537813","4596006158.13","4289870484.95","6.30","6.21"
"2007","Exports","Monchy","MidWest","21305548.940000","752106370.976396364847347","5270204815.27","4919018386.33","6.60","6.50"
"2007","Exports","Napierville","East","494249.900000","17447496.879394969754114","106980920.67","99758268.59","5.74","5.65"
"2007","Exports","Niagara Falls","East","9676764.310000","341599088.034950776338407","2685305755.74","2495745373.50","7.38","7.24"
"2007","Exports","North Portal","MidWest","905.700000","31972.081175267863697","280622.29","243388.66","5.79","5.30"
"2007","Exports","Ojibway (Windsor)","MidWest","2340.700000","82628.961473942241977","794900.74","702468.28","9.11","8.50"
"2007","Exports","Philipsburg","East","217016.800000","7660901.784251817293495","70877545.00","66064012.43","8.75","8.61"
"2007","Exports","Reagan Field","MidWest","11297.200000","398802.026557619642008","2447407.95","2278861.79","5.45","5.35"
"2007","Exports","Sierra","MidWest","47625.000000","1681208.309564019000346","11203549.97","10336226.03","6.57","6.39"
"2007","Exports","Sprague","MidWest","135965.545700","4799714.545831944828814","34501258.15","31929025.95","6.80","6.64"
"2007","Exports","St Clair","MidWest","243859.870000","8608487.975080344989213","65767520.73","60847272.23","7.21","7.04"
"2007","Exports","St Stephen","East","3477573.210000","122761679.323238199594404","1031186746.87","960627584.13","7.56","7.43"
"2007","Exports","Total","Total","107472344.655700","3793877141.910572779283122","27848256955.12","25913679605.96","6.80","6.68"
"2007","Imports","Corunna","MidWest","55578.900000","1961988.630266197493343","13628161.00","12458186.80","6.47","6.24"
"2007","Imports","Courtright","MidWest","6060822.200000","213952853.447350733412696","1642150976.40","1538359344.36","7.16","7.08"
"2007","Imports","Huntingdon","West","201341.500000","7107548.616484701975135","48311515.99","45027059.79","6.33","6.23"
"2007","Imports","Loomis","MidWest","551748.200000","19477242.175894808781720","125506682.49","116363725.17","6.16","6.03"
"2007","Imports","Ojibway (Windsor)","MidWest","607813.560000","21456403.312077447486247","161880060.56","150898809.12","7.08","6.96"
"2007","Imports","Sarnia","MidWest","1604104.590000","56626434.984100446768958","424357846.54","398298562.62","7.07","7.00"
"2007","Imports","Sarnia/Blue Water","MidWest","53567.100000","1890970.155154787657651","15963300.00","14083934.83","7.97","7.42"
"2007","Imports","Sault Ste Marie","MidWest","85765.900000","3027618.766556151122001","22129927.35","20585663.24","6.92","6.79"
"2007","Imports","St Clair","MidWest","3988610.390000","140801783.333992284621670","1101621259.65","1034048686.98","7.38","7.31"
"2007","Imports","St Stephen","East","201.130000","7100.082463046953103","55619.02","57510.00","7.43","8.10"
"2007","Imports","Total","Total","13209553.470000","466309943.504340606272524","3555605349.00","3330181482.92","7.16","7.07"
"2008","Exports","Aden","MidWest","279811.600000","9877618.625352303599525","75968425.55","71815854.59","7.46","7.44"
"2008","Exports","Cardston","MidWest","117207.200000","4137526.899332953024284","35296944.15","33173790.79","7.78","7.71"
"2008","Exports","Chippawa","East","1711572.940000","60420171.110822427689389","587555320.77","552928065.77","9.11","9.04"
"2008","Exports","Cornwall","East","178983.100000","6318275.590373286491274","67064736.85","63373854.24","9.99","9.96"
"2008","Exports","East Hereford","East","1133533.700000","40014829.934086043976483","400038339.55","381819550.20","9.41","9.47"
"2008","Exports","Elmore","MidWest","15504713.420000","547331297.409191805657946","5393380887.47","5130061380.32","8.60","8.63"
"2008","Exports","Emerson","MidWest","13720533.640000","484348035.007257877761991","4245187195.50","4032260959.56","8.27","8.29"
"2008","Exports","Huntingdon","West","7859113.320000","277434259.724708978870096","2311396012.07","2183310078.72","7.73","7.70"
"2008","Exports","Iroquois","East","12080296.940000","426446101.785381448073198","4191171720.74","3973996202.13","9.25","9.25"
"2008","Exports","Kingsgate","West","18772159.410000","662675283.749131596337184","5372253093.49","5104970839.38","7.53","7.55"
"2008","Exports","Monchy","MidWest","18330314.803000","647077744.120271789164956","5572123979.55","5285989442.70","8.10","8.10"
"2008","Exports","Napierville","East","451838.100000","15950319.544306943275559","102451442.74","98625614.40","6.02","6.11"
"2008","Exports","Niagara Falls","East","8919831.560000","314878633.881015989923333","3155867080.29","2997436337.47","9.39","9.41"
"2008","Exports","North Portal","MidWest","333.500000","11772.870787183209168","96675.00","91687.65","6.91","6.91"
"2008","Exports","Ojibway (Windsor)","MidWest","30845.300000","1088868.759495958745876","9173218.14","8385253.86","7.93","7.64"
"2008","Exports","Philipsburg","East","254129.100000","8971001.671853554665640","97125346.92","90018848.01","10.19","9.97"
"2008","Exports","Reagan Field","MidWest","10697.000000","377614.389236877926438","2724824.96","2609704.62","6.27","6.33"
"2008","Exports","Sarnia","MidWest","441.100000","15571.254285536772305","125408.34","118500.33","7.58","7.56"
"2008","Exports","Sierra","MidWest","38513.700000","1359570.655581223277133","11100871.48","10585324.62","8.05","8.10"
"2008","Exports","Sprague","MidWest","129774.978600","4581181.572615490626875","41287627.64","39198004.46","8.46","8.47"
"2008","Exports","St Clair","MidWest","290047.250000","10238946.915825562414898","104977200.10","100770428.67","9.64","9.76"
"2008","Exports","St Stephen","East","3450235.400000","121796628.334528859242307","1332459882.93","1267750943.64","9.91","9.95"
"2008","Exports","Total","Total","103264927.061600","3645351253.805443690725858","33108826234.23","31429290666.15","8.41","8.42"
"2008","Imports","Corunna","MidWest","17940.100000","633302.786234319312732","4895296.00","3965407.86","7.19","6.14"
"2008","Imports","Courtright","MidWest","7415110.350000","261760527.805861654118252","2468886547.82","2326301300.31","8.76","8.71"
"2008","Imports","Huntingdon","West","136104.900000","4804633.886664143824574","40345804.36","37577359.98","7.80","7.66"
"2008","Imports","Loomis","MidWest","440116.100000","15536521.669142440793209","129656559.85","123625809.85","7.96","8.00"
"2008","Imports","Ojibway (Windsor)","MidWest","763962.490000","26968610.737705380996168","237595027.68","221944669.54","8.25","8.13"
"2008","Imports","Sarnia","MidWest","2159563.650000","76234674.087399533462465","679241758.03","642509815.76","8.32","8.30"
"2008","Imports","Sarnia/Blue Water","MidWest","90408.900000","3191521.132567820207962","26786960.00","23385589.95","7.85","7.23"
"2008","Imports","Sault Ste Marie","MidWest","116443.620000","4110571.790860157357558","36148051.90","34459817.83","8.31","8.35"
"2008","Imports","St Clair","MidWest","4784938.300000","168912924.529367576207567","1548221265.57","1465697950.16","8.62","8.61"
"2008","Imports","Total","Total","15924588.410000","562153288.425803026280487","5171777271.21","4879467721.25","8.59","8.56"
"2009","Exports","Aden","MidWest","271445.240000","9582278.069912848985277","35869791.68","31268807.85","3.64","3.35"
"2009","Exports","Brunswick","East","782376.750000","27618651.828025010025471","126794297.18","119017107.87","4.10","4.06"
"2009","Exports","Cardston","MidWest","184446.210000","6511128.628232862089003","24148180.22","21640715.08","3.35","3.17"
"2009","Exports","Chippawa","East","2291021.110000","80875248.871781258295573","462854092.50","395504242.56","5.38","4.85"
"2009","Exports","Cornwall","East","157790.100000","5570142.305237533112266","43144104.86","37132048.48","7.29","6.62"
"2009","Exports","East Hereford","East","861763.600000","30421083.993696660246551","192432243.01","163736686.02","5.95","5.35"
"2009","Exports","Elmore","MidWest","15599999.250000","550694978.861784025890702","2674910124.47","2330470995.08","4.27","3.93"
"2009","Exports","Emerson","MidWest","13306866.360000","469745182.124722534438931","2279655698.97","1977452718.43","4.58","4.19"
"2009","Exports","Huntingdon","West","8185482.080000","288955390.880490711610751","1311848152.19","1150437546.97","4.21","3.90"
"2009","Exports","Iroquois","East","10083158.310000","355945187.137459121485706","1812069740.87","1569701746.60","4.79","4.38"
"2009","Exports","Kingsgate","West","18286967.280000","645547534.863229953289215","2841441169.75","2493641980.71","4.10","3.79"
"2009","Exports","Monchy","MidWest","13757260.610000","485644532.375218159943774","2142930796.32","1859525653.45","4.15","3.80"
"2009","Exports","Napierville","East","396292.970000","13989523.027523453959036","83130743.55","71232739.37","5.58","5.05"
"2009","Exports","Niagara Falls","East","5246940.000000","185222028.929844280396598","969955550.98","836306458.34","4.91","4.46"
"2009","Exports","North Portal","MidWest","7430.300000","262296.737061491451518","1120774.00","970033.05","3.59","3.28"
"2009","Exports","Ojibway (Windsor)","MidWest","596.200000","21046.433473219278278","108883.52","94252.14","4.88","4.46"
"2009","Exports","Philipsburg","East","285310.640000","10071740.026772249490243","71947404.55","61802304.27","6.73","6.10"
"2009","Exports","Reagan Field","MidWest","8397.400000","296436.297296228727629","905280.40","806053.61","2.66","2.49"
"2009","Exports","Sierra","MidWest","2359.500000","83292.619557297697242","352894.00","304494.44","3.99","3.63"
"2009","Exports","Sprague","MidWest","123009.539900","4342355.078961191534529","20678026.90","18088540.35","4.52","4.17"
"2009","Exports","St Clair","MidWest","196409.720000","6933452.038701150528926","34016001.43","30993323.40","4.62","4.44"
"2009","Exports","St Stephen","East","2077175.350000","73326287.849691328389298","388779011.74","333946608.77","4.80","4.35"
"2009","Exports","Total","Total","92112498.519900","3251659798.978672570866517","15519092963.08","13504075056.82","4.42","4.06"
"2009","Imports","Corunna","MidWest","161653.700000","5706531.101559455292032","31705720.00","27623006.44","5.21","4.79"
"2009","Imports","Courtright","MidWest","8587278.780000","303139200.870945331518268","1576857383.86","1370849364.92","4.85","4.44"
"2009","Imports","Huntingdon","West","247597.700000","8740436.969426542934422","46345899.94","41093794.57","4.94","4.62"
"2009","Imports","Loomis","MidWest","332641.600000","11742568.441504894125338","48293093.92","42012496.10","3.91","3.58"
"2009","Imports","Ojibway (Windsor)","MidWest","1304638.800000","46055004.546763890222405","215993672.80","187121795.97","4.39","4.01"
"2009","Imports","Sarnia","MidWest","3271329.900000","115481092.098797508034463","593727565.00","515878934.51","4.83","4.43"
"2009","Imports","Sarnia/Blue Water","MidWest","158458.400000","5593733.938062344322747","28233541.00","23629481.48","4.73","4.18"
"2009","Imports","Sault Ste Marie","MidWest","105305.430000","3717382.970251173403966","20069625.73","17670717.08","5.09","4.73"
"2009","Imports","St Clair","MidWest","5670843.030000","200186213.632949070596131","1065008622.44","902811268.03","5.00","4.47"
"2009","Imports","St Stephen","East","24520.300000","865590.175601104778901","7370110.84","6778628.97","7.91","7.67"
"2009","Imports","Total","Total","19864267.640000","701227754.745861315228673","3633605235.53","3135469488.08","4.85","4.42"
"2010","Exports","Aden","MidWest","211906.330000","7480497.277589819767377","29131626.45","28268633.82","3.77","3.86"
"2010","Exports","Brunswick","East","2062738.300000","72816646.097972877564962","385744207.02","373499457.47","4.73","4.83"
"2010","Exports","Cardston","MidWest","184526.300000","6513955.882269880089683","26513352.80","25725587.36","3.72","3.81"
"2010","Exports","Chippawa","East","1672408.010000","59037611.409835695202906","313757649.02","303974569.21","5.01","5.12"
"2010","Exports","Cornwall","East","160497.340000","5665710.481279193895448","37840994.15","36753514.99","6.29","6.44"
"2010","Exports","Courtright","MidWest","5083.100000","179438.319335325248942","814647.87","808384.81","4.25","4.45"
"2010","Exports","East Hereford","East","554224.620000","19564662.183915187320991","107386144.61","104369920.81","5.16","5.29"
"2010","Exports","Elmore","MidWest","15821921.120000","558529034.335127563555480","2698527955.96","2620359047.11","4.22","4.32"
"2010","Exports","Emerson","MidWest","12824896.893000","452731196.342537941473270","2091812180.08","2029491112.35","4.36","4.46"
"2010","Exports","Huntingdon","West","8240678.450000","290903875.833808719619871","1262053974.71","1225433907.07","4.02","4.12"
"2010","Exports","Iroquois","East","7352054.600000","259534599.178758422809159","1435079285.98","1390779482.84","5.20","5.31"
"2010","Exports","Kingsgate","West","18966281.550000","669527982.013453902591385","2912854253.98","2828317112.07","4.05","4.14"
"2010","Exports","Monchy","MidWest","18989067.530000","670332349.024846229009520","2810083204.65","2728175661.01","3.94","4.03"
"2010","Exports","Napierville","East","260755.350000","9204914.670514942191094","56885983.46","55063823.14","5.82","5.94"
"2010","Exports","Niagara Falls","East","2481421.250000","87596556.955983936650108","494055294.56","477611372.25","5.28","5.39"
"2010","Exports","Philipsburg","East","270004.300000","9531411.501900603787640","71497779.94","69429223.83","7.07","7.24"
"2010","Exports","Reagan Field","MidWest","23536.300000","830854.029110585205215","2835557.67","2772677.52","3.17","3.27"
"2010","Exports","Sierra","MidWest","642.900000","22694.988393043733653","85394.00","82748.79","3.55","3.62"
"2010","Exports","Sprague","MidWest","121924.414600","4304049.112110206778904","21282509.91","20648799.83","4.65","4.76"
"2010","Exports","St Clair","MidWest","167240.680000","5903756.869567181966559","29056823.84","28155081.84","4.65","4.75"
"2010","Exports","St Stephen","East","1491350.180000","52646095.854819852131313","277336438.91","269298143.80","4.76","4.88"
"2010","Exports","Total","Total","91863159.517600","3242857892.363131110593480","15064635259.57","14619018261.95","4.29","4.39"
"2010","Imports","Corunna","MidWest","323766.800000","11429279.465006862506978","54906560.00","53344774.18","4.51","4.62"
"2010","Imports","Courtright","MidWest","9738827.420000","343789975.515252839609241","1728908446.37","1678504911.61","4.70","4.81"
